customer_id,age,gender,senior_citizen,partner,dependents,tenure_months,contract_type,internet_service,service_usage_gb,num_service_outages,avg_downtime_minutes,support_calls_last_3mo,billing_method,monthly_charges,total_charges
1746,22,0,0,0,0,4,1,2,24.656493752656505,0,0.2522879497704575,2,1,42.64,169.76
1099,47,1,1,0,1,7,2,0,32.04782342042999,1,1.832040449626997,0,0,45.04,279.14
2389,19,0,0,1,0,51,0,0,24.601495247148453,2,27.727849851878187,0,2,47.81,2185.47
184,73,1,0,1,1,50,1,0,32.15690868614539,0,25.62264935580348,4,2,50.28,2562.97
1591,73,0,0,0,0,68,1,1,40.76425493448539,0,5.409550684703788,1,2,73.05,4604.18
1989,67,0,0,1,0,34,1,0,24.680443552291905,2,28.10906071430125,2,2,41.43,1377.35
2495,32,0,0,0,0,14,0,1,28.115104400650416,2,2.0818105684242565,4,0,69.87,873.87
2285,69,1,0,1,0,43,0,1,30.967781397415123,1,18.133419477571564,0,2,64.43,2817.45
1303,70,0,1,0,0,51,0,1,19.563361309435614,1,8.528378164111562,3,2,62.5,3143.84
961,63,1,0,0,0,54,1,1,42.72985495368458,1,11.217039797372784,1,1,87.96,4367.76
1639,73,0,0,1,0,34,0,1,14.507267747607766,2,63.10470118341015,2,0,61.63,1972.25
489,21,0,0,0,0,30,2,1,21.747723297898144,0,24.774674902392768,1,0,70.63,1939.88
761,43,1,1,0,1,50,0,1,32.115597073978755,1,10.249435523867126,1,0,78.94,3636.92
809,24,0,1,0,0,27,0,1,9.053627102866368,1,36.75386633479848,0,1,49.36,1307.22
2277,77,1,0,0,1,46,0,1,17.679824141229457,3,5.868443405842914,1,0,72.91,2964.01
1429,25,0,1,1,0,23,0,1,24.879701466085088,1,16.764685696295093,2,0,70.34,1389.37
1657,32,1,0,1,1,48,2,0,21.61393719244032,0,31.735299670585057,2,0,36.38,1817.58
1525,57,0,0,0,0,52,1,1,16.70956431889739,1,16.698895664617243,1,1,54.65,2767.41
2086,40,0,0,0,1,38,1,0,9.651246518232645,0,46.647052188057,0,0,30.73,1199.28
118,21,0,0,0,0,13,0,1,19.749981686897453,2,0.5625988343096175,1,0,69.3,944.75
1553,76,1,1,0,0,44,0,1,25.345204475871657,0,0.1783140157522298,0,2,60.26,2473.55
281,23,1,0,0,1,26,1,1,25.745411223105744,2,2.5634805936317786,1,0,65.68,1746.52
2185,31,0,0,1,0,67,2,1,15.214956918223884,1,10.805899729871374,0,2,69.93,4330.73
2464,76,0,0,0,0,67,0,1,42.753568294242825,1,8.320620261154462,2,1,85.49,5327.1
1835,42,0,0,0,0,21,0,0,24.44708888408548,2,4.2197981148938615,3,1,48.66,885.31
649,78,1,1,0,0,43,0,1,10.5999536610359,2,31.07308031621568,2,2,69.78,2591.67
727,55,1,0,0,1,16,0,2,34.72755776627697,1,71.44356341045432,4,1,49.28,814.89
366,22,0,0,0,1,49,0,0,17.199560490154756,2,28.949702522779077,2,0,42.81,2027.24
1351,42,0,0,1,0,28,1,1,6.621833626089929,1,30.66003077039762,2,1,61.9,1602.38
555,49,1,0,0,0,23,0,0,39.21904080647902,0,2.096790262155997,5,1,55.31,1290.5
1410,18,0,0,0,1,64,0,1,16.756113796842087,0,15.590717257785126,2,1,58.59,3623.92
2280,49,1,0,1,1,10,2,1,14.628438570945368,1,41.840650332081,1,1,62.97,597.61
1913,65,0,0,0,1,7,0,1,25.23452731708627,1,8.03879007700385,3,0,72.57,523.02
203,28,1,0,1,1,67,0,1,26.387388884653127,4,9.002289774051446,7,1,81.58,5451.64
2113,44,1,0,0,1,68,0,1,11.344067187377236,1,29.641441854956128,3,0,57.95,3647.14
120,21,0,1,1,0,54,0,2,47.0615551539758,1,39.54927485862952,0,0,56.97,3137.57
283,27,0,0,0,1,38,0,1,23.83469454345548,0,17.812238021268346,1,0,63.62,2430.93
575,69,1,0,0,0,22,1,1,18.412439635739325,2,21.46378749354217,0,0,57.05,1088.07
1301,29,0,0,0,0,12,0,1,21.00811747430012,0,13.860276824104725,3,2,58.35,679.42
2413,28,1,1,1,0,71,1,2,27.603103610089885,2,53.20096482115389,0,2,60.38,4309.65
275,74,0,1,1,0,49,1,1,22.288489360009063,2,20.288977339001605,3,1,76.58,3589.6
965,25,0,0,1,1,61,0,2,37.44513203166585,2,24.99066085647594,4,2,48.69,2574.17
1547,30,1,0,1,0,69,0,1,34.41554715120376,1,5.622452812132223,0,2,75.2,5432.69
360,64,1,1,0,1,45,0,1,8.825141902948918,1,0.4690464449724859,2,1,59.02,2692.65
1127,25,0,0,0,0,69,1,0,19.755538656996958,0,22.66570602532074,0,1,31.17,2057.73
767,63,0,0,0,1,26,1,0,31.532572519886905,1,8.298836681263891,1,1,55.56,1431.35
2003,31,1,1,1,0,38,0,1,24.00932030298829,3,13.733358174884836,2,0,75.87,2947.42
1726,30,1,0,1,0,45,0,0,40.67289406850694,2,2.667750031594624,2,1,57.1,2258.68
1888,21,0,0,0,1,10,1,0,21.512336048482812,3,16.137741294171047,2,2,43.97,399.12
286,46,1,0,1,0,25,1,0,21.54868058757524,2,50.05138675616958,3,2,47.13,1211.31
2102,18,1,0,1,0,53,0,1,23.90524724973907,1,41.962390071521696,1,2,62.73,3434.84
1094,26,1,0,1,0,58,0,0,13.109264926552951,1,39.56583363295004,0,1,34.89,1933.23
888,62,0,0,1,1,33,0,0,20.87606223558034,1,10.783208905108516,1,2,39.12,1197.58
423,34,1,1,1,0,43,0,1,21.45268247862233,0,5.354323229418837,2,2,55.24,2334.86
1808,70,1,0,0,0,64,0,0,34.8351926059611,0,32.05613174698012,2,0,51.15,3233.93
2347,37,1,0,1,1,22,0,2,31.604199985239163,1,41.48703275461656,5,1,49.14,1065.19
1587,34,0,0,0,1,16,0,0,32.16801427136331,0,4.853381840443697,0,0,49.26,670.36
840,59,1,0,1,1,13,1,0,12.839214564729511,0,28.019066765157618,1,1,28.2,346.87
65,31,0,0,1,0,44,0,2,37.9285112420142,1,12.109306868553617,3,0,36.6,1660.51
1645,28,0,0,0,0,39,1,1,15.80349323672026,2,6.538764178095393,0,0,67.27,2258.95
1710,59,1,1,0,0,71,1,1,32.46818563394524,1,17.9230808923836,1,1,72.02,4677.86
1457,76,0,0,1,0,22,1,0,14.440322085271642,2,26.017196105087223,1,1,42.84,809.75
1559,73,1,1,1,1,19,1,1,25.57366643617915,0,2.129270521727988,2,1,66.45,1179.83
230,20,0,0,0,1,3,0,0,26.9309132516403,1,42.24874398373246,1,1,42.97,115.77
1575,45,1,1,0,0,30,0,1,28.92220102339199,1,7.242550273536671,1,0,77.29,2111.94
1569,29,1,0,0,0,45,0,0,14.343837180339644,0,40.961539062300936,3,2,27.58,1275.64
1185,48,0,0,0,0,21,1,1,33.21083423064917,2,2.7695732354268614,1,1,76.47,1549.14
889,28,0,0,1,0,23,1,0,31.788675098023237,1,20.27490979410697,2,0,53.8,1241.98
1399,56,1,0,0,0,26,0,1,7.123567415054676,2,6.725739157633854,2,1,51.98,1265.2
729,31,0,0,0,0,35,1,0,36.30509968211187,4,0.0137526980608485,3,1,63.03,1939.55
736,39,1,0,1,0,71,0,1,23.200500823669195,2,48.534693766566114,0,0,67.23,4160.04
1073,75,1,0,0,1,37,0,0,12.133943553048235,2,3.601664744454949,1,2,31.77,1104.27
374,57,1,0,0,1,11,0,0,6.192696407099469,2,8.17842497886213,3,2,40.06,404.17
759,49,1,0,0,1,62,0,1,23.70083797856211,1,2.0652030831265105,1,1,52.27,3338.94
2250,19,1,1,1,1,60,1,1,26.897694943979552,1,2.305634476455769,1,0,72.96,4190.19
1667,20,1,1,0,0,47,0,1,54.52916979125413,2,73.56523635069755,0,2,103.56,4785.53
297,55,1,0,1,0,52,2,2,15.54206073602646,2,31.8742446537696,2,2,33.28,1676.61
598,76,0,0,1,0,24,2,2,26.3410471974122,1,6.830108563918076,2,2,33.8,733.52
1971,45,0,1,1,1,29,0,0,23.782331589203647,1,26.022130167928985,3,2,44.0,1222.63
99,35,0,0,0,1,49,0,0,28.733708114598503,0,8.016505001120608,3,1,41.93,1933.96
1054,75,0,0,1,0,1,0,1,15.433169108917006,3,17.645608220411127,2,2,73.95,67.14
1779,25,1,0,1,0,31,1,1,28.56376725142239,3,35.20957581029926,1,0,74.77,2420.85
1237,48,0,0,1,0,56,1,1,30.881793439860907,1,7.814818991650995,1,0,73.23,4260.26
529,67,1,0,1,0,8,2,0,34.35339127541907,1,6.923277309290352,0,2,53.34,444.32
1933,56,0,0,0,1,4,2,1,26.409864968503804,0,15.19426694634279,0,0,66.81,247.15
1612,65,1,1,0,0,33,0,2,31.734902044618025,2,6.753077250297116,1,0,47.39,1606.27
1208,42,0,0,1,0,17,0,0,34.561994669235936,1,1.6505102092520805,0,0,50.81,861.99
636,38,0,0,0,1,69,0,0,39.05218132696091,1,24.529005664346,3,0,58.11,3816.8
2196,36,1,1,1,0,10,1,0,28.308420803254485,0,0.4318468297259186,1,1,39.82,363.54
185,66,1,0,0,0,18,0,0,13.457513958036795,2,42.66868175350312,2,2,49.83,818.66
1996,25,1,0,0,0,12,2,1,25.78143849687352,2,5.1429953684783865,1,2,82.51,983.29
944,52,0,0,0,0,9,1,0,30.274860066932483,1,25.258639973759117,1,1,40.11,370.73
1804,42,0,0,1,0,50,0,1,15.89969064454393,1,32.56024742880123,2,1,58.51,2915.17
1656,67,0,0,1,0,35,0,2,4.874914421797611,1,4.764713367305132,4,1,20.0,617.76
1778,54,1,0,0,0,60,2,0,27.299111914357272,0,98.1938565943386,0,1,38.64,2103.81
511,42,0,0,1,0,1,0,1,20.07491309413767,1,61.33643988836592,0,1,66.86,56.9
800,79,0,0,1,0,58,0,2,22.167048514992928,0,0.1602836228791523,2,1,42.27,2534.02
1134,37,1,0,1,1,35,0,1,35.10800126988095,2,14.470288111397393,1,1,82.12,2928.37
1394,77,0,0,0,1,39,0,1,12.302260235502596,0,10.231996677223515,1,1,54.84,2206.22
2405,68,1,1,1,0,47,0,1,14.803507225752732,0,18.819639497968147,4,2,52.2,2259.19
607,70,0,0,0,0,37,0,0,49.25369113637907,3,15.838215306146854,1,0,73.14,2601.3
1207,41,0,0,1,1,71,0,2,25.79872638604973,1,5.461009477978892,0,2,47.54,2960.2
151,64,1,0,1,1,41,1,0,13.472034075747889,2,4.547075496142671,1,0,42.66,1635.65
1557,29,1,0,0,1,21,2,0,29.368277884544845,2,2.428275401983285,2,0,52.08,984.04
856,23,1,0,1,0,26,0,1,13.478253636668471,0,22.16876573837483,1,1,61.76,1545.3
1135,35,0,1,1,0,63,2,2,15.18206169598361,2,22.87528563976484,1,2,44.33,2749.05
874,42,1,0,1,0,21,0,0,9.191933117328915,2,5.21339382618219,1,1,35.23,697.02
2275,48,1,0,1,0,33,1,0,16.89552528155334,0,6.804305744399651,2,0,31.19,1057.1
23,79,0,0,1,0,4,2,1,32.20306441501417,1,21.90419151233895,1,0,69.32,258.81
158,18,1,0,0,0,62,2,0,76.65513816534295,0,3.998210580503005,1,0,95.11,5946.36
331,39,0,0,0,0,60,2,0,14.172545435431754,0,47.36845023438952,1,0,37.62,2191.89
1110,52,1,0,1,0,61,0,2,9.158742006354574,2,55.61823862829,1,2,31.01,1974.55
2387,46,1,1,0,0,51,1,1,10.516942398997376,1,50.18769376773439,0,0,56.37,2471.52
1717,76,0,0,0,0,8,1,1,28.13425041796332,1,9.1216747472557,2,0,70.85,500.49
2365,57,0,0,1,0,24,1,2,30.46878142504059,1,29.09579652957614,3,1,51.74,1140.29
2449,24,1,0,1,0,66,0,1,10.303284412386922,2,1.4877278350264802,5,2,57.48,3940.43
642,26,0,0,0,1,65,2,0,20.813397339072605,4,19.65819555997302,0,0,52.87,3230.53
1437,51,0,1,1,0,71,0,1,34.47483622371405,1,10.35328441837148,0,2,79.69,4980.97
311,53,1,0,0,0,25,0,0,30.385769277949155,0,7.89701131023476,1,2,42.05,990.16
351,71,0,0,1,0,68,0,1,51.1316816350582,0,7.711103044022143,1,0,96.18,6604.57
548,61,0,0,0,0,17,2,0,23.79621981931979,1,18.76066854659785,1,1,39.52,588.32
1744,51,0,0,1,0,6,0,1,26.46252615922816,1,11.201221951997669,2,1,63.9,398.61
1125,22,0,0,0,0,9,0,0,19.653697800677136,2,15.663594817140453,0,0,43.95,384.1
306,28,1,0,1,0,67,0,1,18.40431838966136,3,7.957064785739431,1,2,71.0,4908.44
287,20,1,0,0,0,20,0,1,32.8237768819119,2,20.63210146918509,0,1,75.18,1468.13
694,33,0,0,1,0,11,1,1,18.43022213223877,0,44.50633283335854,0,2,62.13,640.62
962,75,0,0,0,0,63,1,1,18.129980170977102,1,6.926030210240865,3,2,60.33,3548.69
630,50,0,1,1,1,42,0,0,25.86629700147363,0,38.29984426220658,1,1,42.06,1539.8
1812,46,0,0,1,0,31,0,1,52.925240499461,1,3.457005636747636,0,1,94.06,2520.33
949,50,1,0,0,1,21,0,1,16.48039482852935,1,13.26940530062444,2,0,65.26,1379.91
1389,26,0,0,1,0,34,1,1,45.77551414938984,4,34.22694769977609,1,2,89.55,2717.58
986,75,0,0,0,1,0,1,0,29.19739201768937,1,2.11835147869217,2,2,39.82,0.0
990,29,1,0,0,1,28,0,1,47.459163133784266,1,19.700949920191213,1,2,91.83,2621.14
1590,20,1,0,1,0,52,0,0,30.827255310363505,1,4.059391715593444,1,1,44.4,2242.11
781,63,0,0,1,1,61,1,0,19.19026269297499,0,0.615909115265845,1,2,43.42,2541.77
1376,56,0,0,1,1,63,2,2,40.48832704550232,1,1.7228449227266909,1,1,57.36,3376.17
836,75,1,0,0,0,67,0,0,10.202675703156896,0,4.666093560112255,1,0,25.73,1717.68
1435,59,1,0,1,1,13,0,0,28.187288462763377,0,17.372256774622567,1,1,44.75,525.55
2417,48,1,0,0,0,25,0,2,35.83634027208835,2,14.9091688193737,4,0,51.93,1249.4
13,67,1,0,1,0,26,2,0,26.191261404641484,2,22.96834897542836,2,2,44.06,1163.87
1220,64,0,0,0,0,22,2,0,15.363085739656926,0,65.96286874786469,4,2,29.12,609.34
1407,71,1,0,0,1,53,0,0,34.08050519158579,1,1.0005622309878537,0,1,47.27,2334.31
514,19,1,0,0,0,38,0,0,31.06083619434279,0,15.835809645845435,2,0,48.54,1800.76
409,53,1,0,0,0,28,0,0,11.989825145788462,0,56.24207440977705,1,0,24.39,697.4
861,55,1,0,1,0,71,0,0,14.615946382845364,1,16.994261819392477,0,1,38.84,2509.41
313,69,1,1,0,0,56,0,0,22.67024197430281,0,1.428137006800069,2,0,38.22,2184.47
1870,62,0,0,0,0,56,1,1,35.073819023353,2,44.88917900686672,0,1,70.05,3841.55
1302,52,0,0,1,1,56,0,1,21.869726477676046,1,3.8684834384433615,2,0,78.22,3917.23
1279,40,0,0,0,1,36,2,1,20.857243559439134,0,24.808767288084773,3,0,68.41,2353.86
2499,58,0,0,1,0,51,0,1,10.690492851531037,1,4.888446541313734,2,1,63.1,3108.37
2358,31,1,0,1,0,20,0,0,59.14485487954654,2,0.6351703510190794,4,2,69.61,1291.23
382,70,0,0,0,0,21,1,0,20.631674014154257,0,35.83247778016345,3,2,30.55,572.55
1199,62,1,0,0,0,70,1,2,7.092407593711984,0,7.129710589323857,1,1,20.0,1400.98
1623,68,0,0,0,1,22,0,1,10.015150203495368,5,9.97630615164922,1,1,76.08,1547.27
1877,20,0,0,1,0,0,0,0,22.66700751891417,1,11.79347366918308,4,0,46.31,0.0
1509,47,1,0,1,0,15,0,0,50.494816155011655,1,39.60304885137441,2,1,64.12,1004.68
1001,77,0,0,0,1,70,0,0,30.64201175184464,0,3.012545293229959,2,1,46.47,3299.08
2240,20,1,0,1,0,35,0,1,6.942936472403924,0,19.559471252612568,4,1,58.17,1926.92
263,32,1,0,1,0,23,0,1,13.795998379786118,2,30.560011682984637,0,1,65.88,1574.22
1290,42,0,0,0,0,4,2,2,12.290791020550074,0,16.38204732800837,1,0,37.25,150.21
2159,34,1,0,1,1,71,0,1,19.81701612743156,0,9.395178846802446,1,2,59.79,4316.94
1783,74,0,0,0,1,64,0,1,32.15488204278352,0,26.774939034450668,3,2,74.44,4742.39
415,24,1,0,0,0,49,1,1,15.009462933796264,0,4.130650597808111,1,0,61.14,2796.3
1113,73,1,0,0,0,9,0,2,59.6086286698675,0,22.867247622592085,3,2,62.07,519.14
358,34,0,1,1,0,8,0,1,14.721557216552558,1,21.517084169537863,1,2,71.74,508.9
1173,47,0,0,1,0,51,1,1,26.81216605489476,0,37.25037660141683,0,2,64.01,3257.03
8,77,1,0,0,1,52,1,1,23.94709521835295,1,16.857726078679033,1,1,64.34,3185.02
2020,75,0,0,1,1,2,2,1,25.730335741692496,2,8.01895867504731,5,0,71.96,145.09
316,24,1,1,0,0,64,0,0,30.764374002458847,2,52.75455849583103,4,0,44.48,2539.51
304,20,0,0,0,0,51,0,0,41.195363732391314,0,37.120051119795285,2,0,44.6,2318.09
427,37,1,0,1,0,13,1,1,7.95287401443928,0,0.7036880307067656,1,1,61.27,735.08
105,66,0,0,0,1,54,0,2,16.48176891388954,1,60.246339053088846,1,1,31.78,1733.59
2044,20,1,0,1,0,40,0,2,8.27862818203668,3,0.9508890414061018,0,0,45.46,1858.86
121,69,0,0,1,1,13,0,1,49.233453128976365,1,6.581031116309831,0,2,90.1,1164.58
821,71,0,0,0,1,5,0,0,20.896567052604613,0,0.159809909972186,2,1,41.29,190.52
1552,31,1,0,1,1,19,0,1,10.250099530663924,3,13.032796506742862,4,1,52.38,886.54
2290,78,0,0,1,1,14,0,1,24.159597249672423,1,65.32731068217889,2,0,67.72,809.89
1398,58,1,0,1,1,7,0,1,22.108296939479157,1,23.99089567941512,1,2,60.71,407.35
1775,21,0,0,0,0,24,0,1,28.021345083044015,0,1.2234860035147392,0,1,69.41,1713.2
2299,38,0,0,1,0,65,0,0,50.97602681552942,1,22.65145499845505,3,2,57.7,3202.41
115,57,1,0,0,0,52,0,0,22.85317379270548,0,16.261989999699146,0,2,35.91,1869.68
1513,63,0,0,0,0,18,1,1,18.53562446297836,1,3.9882350916769633,2,1,55.06,910.27
744,58,1,1,0,1,29,1,1,22.410201231121235,1,5.522262182953516,1,0,71.91,2035.46
1558,31,0,1,1,0,55,1,1,25.70488004585339,0,82.49832926859375,3,0,52.62,2791.59
2333,34,1,0,1,1,62,2,1,16.493574213879768,1,3.1522433160265075,1,0,54.6,3378.55
911,63,0,1,1,0,17,0,0,37.62457735936102,0,26.452285435744702,1,0,46.72,697.75
1488,19,0,0,0,0,5,0,0,23.75173878243023,0,3.3527383844381227,2,2,46.05,204.19
672,64,0,0,0,0,38,0,1,36.73389375302746,0,20.470667550778494,4,2,83.05,3147.47
2306,18,0,1,1,1,22,2,2,6.482837097507655,0,13.803600391150695,1,2,30.22,592.58
2051,78,1,0,0,1,13,0,1,19.558899472460848,1,22.126903491857025,0,0,62.05,781.46
1640,61,1,0,1,0,6,0,2,44.202253005491976,0,7.619446611539399,1,0,54.02,297.23
309,50,0,0,0,0,12,0,2,21.47042798152926,2,58.475525339621086,0,0,46.32,568.86
591,60,1,0,1,0,11,0,0,21.41389446964357,1,36.83692448963568,2,2,38.71,443.84
462,69,0,0,0,0,5,0,1,24.945310569717087,1,2.6802850655285466,1,2,69.17,358.53
1987,41,1,0,1,0,34,1,0,18.533203955510416,0,49.28321889452052,3,0,41.15,1319.35
941,70,1,0,1,1,68,0,0,31.31084998904363,1,3.600401623017659,3,1,51.15,3559.65
1647,39,0,0,0,0,59,2,1,28.850733214951184,1,23.79998386278212,2,1,72.86,4111.36
2366,68,0,0,0,1,23,2,1,15.407189783644778,2,33.56790840618108,0,1,54.89,1192.9
552,79,1,0,0,1,41,1,2,34.812639693826284,1,39.29958603072826,1,2,50.81,1996.29
87,19,0,0,0,0,32,0,1,14.862479808570177,1,2.3561858741077395,1,2,56.81,1817.06
690,58,0,0,1,0,42,0,1,21.439800776113135,1,32.35988297385234,1,0,57.98,2446.31
1691,52,1,0,1,0,0,0,1,40.47290560577729,2,7.94808156532163,3,2,84.17,0.0
2412,43,1,0,1,0,53,1,1,23.03069350596064,0,9.002518939489825,1,2,65.29,2946.97
1615,74,0,1,1,1,14,0,1,23.00720729435277,0,54.68909396002904,4,0,61.3,808.83
