customer_id,age,gender,senior_citizen,partner,dependents,tenure_months,contract_type,internet_service,service_usage_gb,num_service_outages,avg_downtime_minutes,support_calls_last_3mo,billing_method,monthly_charges,total_charges,churn
CUST000092,43,Male,0,0,0,41,Two year,Fiber Optic,25.992185870874835,1,79.63864282733371,1,Electronic check,66.11,2632.34,0
CUST000093,68,Male,0,1,0,58,One year,Fiber Optic,45.64113682314001,1,49.09927295007881,2,Credit card,83.4,4777.44,0
CUST000094,38,Male,0,0,0,33,Month-to-month,Fiber Optic,28.925541566089258,1,14.066719595062418,4,Bank transfer,62.67,2102.94,1
CUST000095,74,Male,0,0,0,67,Two year,None,30.01768678462087,0,40.67253010180966,6,Credit card,37.56,2561.01,0
CUST000096,67,Male,0,0,0,71,Month-to-month,Fiber Optic,12.543121977990365,0,5.442492422105677,4,Bank transfer,46.48,2924.56,1
CUST000097,30,Female,1,1,0,12,Two year,DSL,13.647943696755862,1,5.161349044695115,1,Bank transfer,33.79,411.73,0
CUST000098,36,Female,0,0,1,0,One year,Fiber Optic,12.215597667081951,1,2.641567945162633,2,Bank transfer,58.04,0.0,0
CUST000099,35,Female,0,0,1,49,Month-to-month,DSL,28.733708114598503,0,8.016505001120608,3,Credit card,41.93,1933.96,1
CUST000100,19,Female,0,1,0,71,One year,Fiber Optic,43.64368233010167,1,0.8759001700305925,3,Credit card,82.85,5759.54,0
CUST000101,69,Male,1,0,0,51,Month-to-month,Fiber Optic,18.615684630848662,1,25.21301304248608,1,Credit card,56.67,2647.35,0
CUST000102,62,Female,0,1,0,11,Month-to-month,Fiber Optic,29.857995634275234,0,83.8625908302615,2,Electronic check,74.05,785.84,1
CUST000103,71,Female,0,0,0,42,Month-to-month,None,21.98299227069863,2,48.05980854451263,0,Credit card,49.78,2115.16,1
CUST000104,59,Female,0,0,0,54,Two year,DSL,19.10874285673932,1,20.572842377546333,3,Electronic check,38.12,1950.89,0
CUST000105,66,Female,0,0,1,54,Month-to-month,None,16.48176891388954,1,60.246339053088846,1,Credit card,31.78,1733.59,0
CUST000106,74,Female,0,0,1,67,One year,Fiber Optic,21.894725889921503,1,37.57689028167498,2,Credit card,62.15,3604.34,1
CUST000107,45,Female,1,0,0,46,Month-to-month,DSL,13.31213303169563,1,5.419768534698629,1,Credit card,22.42,990.18,0
CUST000108,67,Female,0,0,1,60,One year,DSL,27.80017384174915,2,77.37400807977225,1,Credit card,45.37,2336.75,1
CUST000109,40,Female,0,1,1,65,Month-to-month,Fiber Optic,24.175959793834615,3,18.447677819773084,4,Credit card,78.79,4903.95,0
CUST000110,21,Male,0,1,0,4,Month-to-month,DSL,18.58085405867588,1,25.031307244800175,2,Bank transfer,38.21,141.09,1
CUST000111,21,Female,0,0,0,10,One year,Fiber Optic,17.82230859793638,4,43.88677056721189,2,Bank transfer,70.79,633.77,0
CUST000112,29,Female,0,1,0,47,Month-to-month,Fiber Optic,19.867016266816307,1,11.085001151666798,1,Bank transfer,70.47,3200.28,0
CUST000113,39,Male,1,0,1,35,One year,Fiber Optic,14.586343090645455,0,31.695545673692557,1,Bank transfer,62.81,1991.66,0
CUST000114,43,Male,0,0,0,61,Month-to-month,DSL,47.25254298022338,4,9.220804545848472,2,Credit card,70.88,3931.36,1
CUST000115,57,Male,0,0,0,52,Month-to-month,DSL,22.85317379270548,0,16.261989999699146,0,Electronic check,35.91,1869.68,1
CUST000116,59,Female,0,0,1,42,Month-to-month,Fiber Optic,20.940743544479265,1,25.559202278463022,1,Credit card,67.1,2928.63,0
CUST000117,52,Male,0,1,0,62,Month-to-month,Fiber Optic,11.68940283288956,0,21.234154155775137,1,Bank transfer,48.06,2591.77,1
CUST000118,21,Female,0,0,0,13,Month-to-month,Fiber Optic,19.749981686897453,2,0.5625988343096175,1,Bank transfer,69.3,944.75,0
CUST000119,29,Female,0,0,0,42,One year,Fiber Optic,13.174129734857738,1,8.193976580401392,2,Credit card,60.4,2158.27,0
CUST000120,21,Female,1,1,0,54,Month-to-month,None,47.061555153975796,1,39.549274858629516,0,Bank transfer,56.97,3137.57,0
CUST000121,69,Female,0,1,1,13,Month-to-month,Fiber Optic,49.233453128976365,1,6.581031116309831,0,Electronic check,90.1,1164.58,1
CUST000122,74,Female,0,0,0,8,Month-to-month,DSL,10.272570838810946,1,0.8176613280418441,2,Electronic check,31.1,230.49,0
CUST000123,48,Male,0,1,0,3,Month-to-month,Fiber Optic,11.415918704996272,2,27.120148227625407,0,Electronic check,58.94,169.72,1
CUST000124,24,Female,0,1,1,2,Two year,DSL,15.703567712039836,0,6.161389862560986,0,Electronic check,33.27,57.93,1
CUST000125,27,Female,0,0,1,1,One year,DSL,13.577562341892405,0,4.229083896825748,1,Bank transfer,34.15,34.88,0
CUST000126,41,Male,0,1,1,32,One year,DSL,28.042931319344717,1,8.500689591976903,0,Electronic check,52.2,1435.96,1
CUST000127,32,Male,0,0,0,13,Month-to-month,None,41.34454969925389,1,6.561092921937025,3,Electronic check,59.15,680.06,0
CUST000128,56,Male,0,0,0,38,Month-to-month,DSL,26.568072005352654,0,5.5332609915467925,1,Electronic check,42.46,1392.91,0
CUST000129,37,Male,0,1,0,41,One year,Fiber Optic,17.386364668044678,2,2.9368551965677163,1,Electronic check,67.97,2528.63,0
CUST000130,75,Male,0,0,1,44,Month-to-month,Fiber Optic,25.631771378358245,2,44.05971791104879,2,Credit card,80.8,3638.56,0
CUST000131,24,Female,0,1,0,23,One year,DSL,20.956096733896878,0,6.420038107790502,0,Bank transfer,32.83,718.82,0
CUST000132,30,Female,0,0,0,44,Month-to-month,None,33.68002779787966,1,1.8604450402508808,6,Electronic check,55.17,2336.88,0
CUST000133,72,Female,0,1,1,4,One year,None,21.635807449462355,2,7.356789656492985,3,Credit card,39.35,161.71,0
CUST000134,45,Female,0,0,1,45,Month-to-month,None,33.44287602042889,0,3.2655241471828447,1,Bank transfer,51.56,2275.29,0
CUST000135,56,Male,0,1,0,18,Month-to-month,None,39.72547386644734,1,76.10607485320371,4,Bank transfer,52.74,813.66,0
CUST000136,35,Female,0,1,0,13,One year,Fiber Optic,11.732808317012891,0,8.17339234506178,1,Bank transfer,45.06,516.24,0
CUST000137,79,Male,0,1,0,55,Month-to-month,DSL,25.999922325218897,2,6.3088818462341845,1,Bank transfer,48.43,2690.64,0
CUST000138,64,Female,0,0,0,54,One year,DSL,17.610472227525726,1,50.3913396000894,0,Bank transfer,37.94,1861.07,0
CUST000139,28,Male,0,0,1,23,Two year,Fiber Optic,15.657484277893452,1,11.453912825241229,0,Credit card,60.93,1191.8,0
CUST000140,53,Female,0,1,1,30,Month-to-month,DSL,40.06809306816582,2,10.996973828256,0,Electronic check,60.31,1638.27,0
CUST000141,70,Male,0,1,0,13,Month-to-month,Fiber Optic,15.671099646873909,1,11.072036928328142,3,Electronic check,57.15,649.24,0
CUST000142,53,Female,0,0,0,11,One year,DSL,20.102844917495432,1,22.392003262583437,2,Credit card,32.18,337.55,0
CUST000143,19,Male,0,0,0,56,Two year,DSL,17.015611191254123,0,20.561301275396154,5,Credit card,41.76,2233.63,0
CUST000144,65,Female,0,1,0,14,Month-to-month,Fiber Optic,33.97019996374046,0,9.442118448017599,0,Bank transfer,72.94,965.1,1
CUST000145,63,Male,0,1,1,12,Month-to-month,DSL,24.133141710311648,3,2.291318210931893,1,Electronic check,46.97,578.73,0
CUST000146,34,Male,0,1,1,44,Month-to-month,Fiber Optic,9.147793798689483,1,1.4471395931462114,2,Credit card,61.9,2505.39,0
CUST000147,23,Male,0,0,0,7,Two year,None,12.033918201788463,1,6.00954016473146,1,Credit card,33.72,225.95,0
CUST000148,58,Female,0,1,0,42,Month-to-month,DSL,32.13481808600339,0,9.243927087749627,0,Electronic check,47.22,2068.57,0
CUST000149,63,Male,1,1,0,7,Month-to-month,None,23.348071428685376,2,52.68051665515693,4,Credit card,37.06,250.46,0
CUST000150,40,Female,1,0,0,16,One year,None,16.069424046247633,3,61.19262920342117,1,Credit card,44.06,657.45,0
CUST000151,64,Male,0,1,1,41,One year,DSL,13.472034075747889,2,4.5470754961426705,1,Bank transfer,42.66,1635.65,0
CUST000152,33,Male,0,1,1,0,Month-to-month,DSL,20.912410927904823,2,5.5815910483805755,2,Credit card,45.77,0.0,0
CUST000153,77,Female,0,0,0,64,Month-to-month,Fiber Optic,23.353219922304614,1,7.895584995877946,3,Bank transfer,71.11,4034.64,1
CUST000154,58,Female,0,0,0,57,One year,Fiber Optic,27.311751481250504,1,38.55928316189459,0,Electronic check,71.44,3634.25,0
CUST000155,43,Male,0,0,0,3,Month-to-month,None,56.2846423646565,1,5.378799800492006,1,Credit card,72.44,212.29,1
CUST000156,63,Female,0,0,0,42,Month-to-month,DSL,23.313615556610948,0,17.832162631277125,0,Electronic check,44.93,1966.95,0
CUST000157,67,Female,0,1,0,2,One year,Fiber Optic,23.86462842239319,1,48.42475945244508,0,Bank transfer,58.75,116.59,1
CUST000158,18,Male,0,0,0,62,Two year,DSL,76.65513816534295,0,3.998210580503005,1,Bank transfer,95.11,5946.36,1
CUST000159,53,Male,0,0,0,9,One year,DSL,15.240889921259518,1,15.706145002422929,1,Bank transfer,35.58,295.08,0
CUST000160,47,Female,0,0,0,52,Month-to-month,Fiber Optic,24.72849463724136,0,18.324131047110995,0,Bank transfer,64.75,3274.37,0
CUST000161,19,Female,0,0,0,59,Month-to-month,Fiber Optic,11.649894123012105,0,38.524689064678235,1,Credit card,43.49,2404.42,0
CUST000162,37,Male,1,0,0,60,Month-to-month,DSL,20.080032277914977,1,5.7073863159866605,1,Electronic check,40.57,2465.63,0
CUST000163,22,Female,0,1,0,21,Month-to-month,DSL,43.499744488972865,1,16.346969364494143,1,Credit card,50.79,1040.58,1
CUST000164,48,Female,0,1,1,16,Month-to-month,DSL,30.079941655009534,0,3.292443857725214,1,Credit card,42.98,719.52,0
CUST000165,25,Male,1,1,0,12,Two year,DSL,12.872551855876345,2,0.6440158332914858,2,Bank transfer,43.37,531.12,0
CUST000166,47,Female,0,0,0,41,One year,Fiber Optic,25.711874854816553,1,11.934869314676567,1,Credit card,66.46,2631.24,0
CUST000167,56,Female,0,1,0,35,One year,Fiber Optic,32.64797217763171,1,28.615560115981843,1,Credit card,68.04,2118.54,0
CUST000168,78,Male,0,0,0,18,Month-to-month,DSL,23.25573559004392,0,33.46007474719889,3,Bank transfer,36.01,583.47,0
CUST000169,19,Female,0,0,1,58,Month-to-month,DSL,13.720043850061526,1,5.006478657393275,0,Credit card,28.53,1542.51,1
CUST000170,70,Female,0,1,0,22,One year,Fiber Optic,30.126380211167234,0,12.207867522171206,2,Electronic check,69.53,1464.9,1
CUST000171,30,Female,1,0,0,50,Month-to-month,Fiber Optic,38.2367156143765,2,9.075267724424979,2,Bank transfer,75.56,3624.27,1
CUST000172,21,Male,0,1,0,55,One year,Fiber Optic,19.80350511015572,2,38.9915891218652,2,Bank transfer,65.75,3726.16,0
CUST000173,62,Female,0,1,0,7,Two year,DSL,13.18914256976263,1,25.06428282560797,2,Bank transfer,31.18,189.18,0
CUST000174,69,Male,0,1,0,59,Month-to-month,DSL,31.6314281092623,1,20.23935828842224,0,Bank transfer,44.06,2669.49,0
CUST000175,25,Male,0,0,1,39,One year,Fiber Optic,11.77897407693099,0,52.72613398331592,1,Credit card,57.35,2052.62,0
CUST000176,56,Female,0,1,0,3,One year,DSL,17.143996923728764,0,11.590098902376475,1,Electronic check,36.52,99.87,1
CUST000177,42,Male,0,0,0,35,One year,DSL,10.378455606180687,0,9.682674545589375,2,Bank transfer,24.56,759.76,0
CUST000178,24,Male,1,0,0,15,One year,None,18.021587931738917,2,21.531159674899367,0,Credit card,45.02,633.88,0
CUST000179,31,Female,1,0,1,49,One year,None,14.275237159503803,2,16.77829276173223,2,Credit card,36.12,1734.67,0
CUST000180,46,Male,0,1,1,51,Month-to-month,DSL,31.315272098993677,0,11.496256486852403,1,Credit card,47.82,2358.75,1
CUST000181,62,Female,0,1,1,38,One year,DSL,28.004858788119037,1,2.7693671202917116,2,Electronic check,43.53,1504.85,0
CUST000182,38,Male,0,0,1,41,One year,None,32.90023183949784,0,21.217421847442232,2,Credit card,48.24,2063.32,0
CUST000183,54,Female,1,1,0,56,One year,Fiber Optic,25.194889928919824,2,19.86842298336152,3,Electronic check,69.65,3672.61,0
CUST000184,73,Male,0,1,1,50,One year,DSL,32.15690868614539,0,25.622649355803482,4,Electronic check,50.28,2562.97,0
CUST000185,66,Male,0,0,0,18,Month-to-month,DSL,13.457513958036795,2,42.668681753503115,2,Electronic check,49.83,818.66,1
CUST000186,50,Female,0,1,1,10,Month-to-month,None,36.13536405552626,1,19.13383137632007,0,Credit card,50.65,478.51,0
CUST000187,75,Male,0,0,0,29,Month-to-month,Fiber Optic,20.532452619551833,5,8.590872914183468,0,Bank transfer,74.81,1924.85,0
CUST000188,58,Male,0,0,0,54,Month-to-month,Fiber Optic,10.358383668996431,2,18.52926763874413,2,Bank transfer,62.04,3372.33,0
CUST000189,42,Female,1,1,1,51,Month-to-month,Fiber Optic,8.717462161605372,1,1.5284884254456943,0,Electronic check,58.93,2928.19,1
CUST000190,70,Female,0,0,0,7,Month-to-month,Fiber Optic,16.407788868014116,1,4.2261208735055416,1,Bank transfer,64.79,410.32,1
CUST000191,76,Male,0,1,0,45,Month-to-month,DSL,48.40888423072781,1,14.199948548536785,1,Credit card,58.78,2309.06,1
CUST000192,76,Male,0,1,0,66,One year,DSL,29.70851700073926,0,6.5243749602276635,1,Credit card,39.47,2386.5,0
CUST000193,63,Female,1,1,0,45,Month-to-month,Fiber Optic,14.737886506951828,1,13.362596837938801,1,Bank transfer,54.07,2343.72,1
CUST000194,31,Male,0,0,0,36,Month-to-month,None,4.970746178202329,2,18.198933348822838,3,Credit card,35.29,1140.8,1
CUST000195,26,Female,0,0,0,67,Month-to-month,Fiber Optic,30.35632522647377,2,5.060099221672835,2,Credit card,77.71,4816.44,0
CUST000196,32,Female,1,0,1,9,Month-to-month,Fiber Optic,21.79827124865888,1,20.499049267876714,1,Credit card,69.6,552.47,1
CUST000197,24,Female,0,0,1,69,One year,None,10.320526292769483,1,6.661796700284136,1,Bank transfer,27.76,1750.53,0
CUST000198,19,Female,0,1,0,27,One year,Fiber Optic,20.582720627326047,2,74.59842553415743,3,Bank transfer,73.51,1692.45,0
CUST000199,48,Male,0,0,0,29,Month-to-month,Fiber Optic,19.204633960211467,1,47.5926471728347,1,Bank transfer,56.81,1678.09,0
CUST000200,24,Female,0,0,0,30,One year,DSL,23.749693682489436,0,1.8803233399908499,2,Bank transfer,46.11,1355.8,0
CUST000201,58,Female,0,0,0,20,Month-to-month,DSL,21.372196523814356,2,4.413993786671996,0,Credit card,43.24,853.51,1
CUST000202,73,Female,1,1,0,28,One year,DSL,22.88161399848256,0,20.503513247806545,1,Bank transfer,33.59,931.74,0
CUST000203,28,Male,0,1,1,67,Month-to-month,Fiber Optic,26.387388884653127,4,9.002289774051446,7,Credit card,81.58,5451.64,0
CUST000204,30,Female,0,1,0,1,One year,DSL,29.428091270820325,1,14.819869307880078,1,Credit card,45.9,47.72,1
CUST000205,30,Male,0,1,1,65,Month-to-month,Fiber Optic,6.790697964806867,1,17.899447830326245,3,Credit card,60.26,3452.51,0
CUST000206,43,Female,0,0,0,31,One year,Fiber Optic,32.33169842538959,0,5.441793073647366,1,Credit card,73.18,2165.61,0
